week;tot_pop;natural_deaths;rabies_death;average_age;nb_occupied_cells;age_0;age_1;age_2;age_3;age_4;age_5;tot_infected;tot_contagious
0;29816;370;0;72.65754927163667;4543;13957;7605;4403;2675;1176;0;1;0
1;30101;369;0;72.02750704655823;4535;14140;7659;4414;2695;1193;0;1;0
2;30208;415;0;71.42797951896517;4522;14166;7704;4434;2705;1199;0;1;0
3;30321;392;0;71.28977730077811;4525;14211;7739;4435;2708;1228;0;0;1
4;30249;435;0;71.08231278859667;4508;14141;7756;4436;2681;1235;0;2;0
5;29834;415;0;71.323087752229;4494;13902;7674;4409;2645;1204;0;2;0
6;29727;384;0;72.33864176570458;4490;13831;7659;4400;2645;1192;0;2;0
7;31427;356;0;72.60879779374213;4481;15610;7599;4428;2606;1184;0;0;2
8;31014;425;0;68.9563253983614;4474;15244;7577;4411;2611;1171;0;4;0
9;31038;404;0;69.95102907546553;4467;15340;7545;4401;2593;1159;0;4;0
10;30999;454;0;70.0551268637196;4468;15392;7496;4383;2592;1136;0;4;0
11;31078;388;0;70.15220018947437;4474;15536;7459;4381;2586;1116;0;0;4
12;31036;425;3;70.1626427406199;4494;15577;7418;4359;2582;1100;0;10;0
13;31043;442;0;70.41262992743675;4510;15673;7367;4338;2571;1094;0;10;0
14;31022;433;0;70.4922574322117;4517;15695;7337;4337;2561;1092;0;9;1
15;31108;387;0;70.558315652032;4529;15791;7332;4330;2558;1097;0;4;9
16;31158;470;5;70.63575229327849;4541;15824;7315;4353;2562;1104;0;28;0
17;31220;414;0;70.47098620869113;4537;15842;7328;4359;2589;1102;0;27;1
18;31296;378;0;70.39819077880811;4532;15846;7357;4360;2613;1120;0;27;3
19;31253;429;2;70.32029807225013;4528;15821;7317;4383;2623;1109;0;10;24
20;31132;425;11;70.50858292500892;4522;15611;7377;4379;2643;1122;0;63;2
21;30887;405;1;70.794669009959;4520;15306;7407;4398;2656;1120;0;62;3
22;30696;401;1;71.4198130227981;4519;15095;7425;4380;2686;1110;0;56;9
23;30375;431;4;71.93278477247942;4515;14838;7375;4372;2690;1100;0;16;50
24;30091;424;27;72.67768346477743;4507;14653;7314;4365;2658;1101;0;107;3
25;29906;419;1;73.32479525462573;4497;14559;7258;4361;2639;1089;0;103;5
26;29805;424;2;73.7893487109905;4522;14530;7238;4350;2619;1068;0;96;13
27;29950;366;9;73.98063200815494;4535;14773;7177;4347;2600;1053;0;26;84
28;30108;454;44;73.78799402417494;4541;15074;7084;4345;2568;1037;0;130;7
29;30442;433;5;73.23889450623525;4553;15491;7018;4337;2578;1018;0;127;8
30;30820;431;4;72.36518145765987;4560;15889;7029;4333;2554;1015;0;109;24
31;31282;440;12;71.38349578503689;4569;16353;7026;4338;2540;1025;0;46;94
32;31632;430;47;70.23204025320565;4579;16653;7058;4316;2570;1035;0;153;10
33;31944;448;9;69.41802726543705;4577;16829;7116;4364;2571;1064;0;152;9
34;32052;457;4;68.7732744655846;4570;16782;7204;4399;2590;1077;0;118;41
35;32131;443;18;68.47583172422526;4564;16758;7244;4421;2611;1097;0;67;99
36;32029;454;41;68.24699709192059;4563;16599;7278;4432;2622;1098;0;174;11
37;31884;451;2;68.47235241955916;4556;16392;7311;4437;2636;1108;0;162;17
38;31576;485;10;68.8141068527191;4549;16082;7363;4407;2627;1097;0;129;51
39;31260;405;32;69.34689617521437;4545;15811;7351;4404;2613;1081;0;83;103
40;30932;391;50;70.04468022972841;4536;15560;7329;4387;2601;1055;0;194;12
41;30636;424;4;70.83690663519539;4535;15373;7277;4369;2575;1042;0;181;17
42;30366;450;6;71.51964877402253;4527;15209;7248;4342;2557;1010;0;133;61
43;30236;401;25;72.10701402805611;4522;15197;7202;4313;2532;992;0;70;111
44;30228;390;61;72.40453248279336;4570;15307;7119;4311;2516;975;0;190;11
45;30404;388;6;72.40584567942616;4587;15535;7082;4306;2504;977;0;185;15
46;30820;416;6;72.06437195650724;4590;15912;7127;4290;2514;977;0;142;51
47;31225;438;20;71.14952901653382;4586;16233;7181;4310;2509;992;0;87;119
48;31662;439;49;70.19793733936298;4583;16547;7253;4332;2514;1016;0;206;13
49;32059;407;10;69.20147223555769;4586;16796;7293;4344;2586;1040;0;209;12
50;32449;396;1;68.4567304655423;4591;16979;7385;4387;2633;1065;0;144;71
51;32594;434;37;67.75279879917443;4582;16994;7461;4405;2646;1088;0;116;119
52;32584;455;69;67.38949173682569;4576;16918;7527;4396;2647;1096;0;244;17
53;32570;455;9;67.32991905354919;4569;16762;7636;4406;2653;1113;0;244;18
54;32455;464;6;67.41514018691589;4570;16602;7643;4420;2669;1121;0;183;91
55;32247;418;50;67.59839934973583;4554;16336;7700;4421;2669;1121;0;146;128
56;31921;473;64;67.96650898770105;4543;16096;7648;4416;2661;1100;0;274;28
57;31683;443;15;68.56529892254395;4536;16059;7554;4375;2631;1064;0;269;35
58;31456;455;15;69.11943741389805;4532;15906;7501;4376;2621;1052;0;203;97
59;31300;440;44;69.5432971716389;4521;15090;8229;4339;2619;1023;0;168;141
60;31153;506;68;69.94086441450237;4507;15189;8034;4321;2595;1014;0;283;33
61;31314;434;19;69.98758957654724;4501;15362;8077;4306;2569;1000;0;282;39
62;31604;452;16;69.66932503404007;4499;15668;8111;4279;2569;977;0;236;102
63;31876;454;49;69.08453104401788;4510;15980;8118;4255;2560;963;0;203;145
64;32268;420;67;68.44579311223677;4528;16420;8121;4241;2532;954;0;311;41
65;32644;507;25;67.74146080161331;4547;16778;8190;4213;2519;944;0;291;55
66;33011;448;29;66.85867503963689;4569;17152;8230;4195;2509;925;0;240;116
67;33177;484;64;66.21353540954317;4583;17342;8221;4188;2501;925;0;227;139
68;33059;539;65;65.93565222730483;4592;17242;8200;4172;2517;928;0;295;38
69;32988;462;18;66.05264127198502;4583;17160;8191;4174;2527;936;0;256;73
70;32747;449;35;66.19056116170317;4576;16910;8208;4153;2520;956;0;218;124
71;32362;498;50;66.76924749215814;4565;16598;8145;4124;2529;966;0;279;93
72;31935;492;55;67.4104353292472;4554;16256;8045;4148;2518;968;0;333;46
73;31560;455;26;68.17479493864056;4548;16030;7871;4157;2528;974;0;289;90
74;31208;390;54;68.84760251960407;4539;15795;7769;4153;2516;975;0;256;142
75;30809;453;60;69.667535429223;4535;15572;7633;4120;2508;976;0;315;103
76;30522;383;52;70.37864621057483;4527;15430;7534;4097;2491;970;0;338;58
77;30314;428;27;71.10366847374198;4521;15307;7509;4069;2468;961;0;281;104
78;30328;411;51;71.53045022109072;4563;15384;7502;4039;2465;938;0;232;158
79;30533;385;80;71.41720523725012;4588;15546;7608;3995;2459;925;0;344;74
80;30900;416;36;70.95927661979323;4607;15819;7763;3947;2471;900;0;373;55
81;31351;383;29;70.1088297034899;4607;16074;7992;3914;2477;894;0;323;114
82;31782;453;57;69.17181673745988;4606;16363;8147;3935;2465;872;0;266;179
83;32095;461;95;68.09508102222507;4602;16535;8298;3936;2466;860;0;363;94
84;32403;484;44;67.2522254252859;4599;16675;8453;3949;2455;871;0;388;62
85;32636;486;28;66.61077487534887;4596;16766;8518;3979;2482;891;0;334;120
86;32691;425;62;65.99290802202246;4584;16806;8473;4016;2499;897;0;293;180
87;32517;475;85;65.93106345896486;4573;16653;8400;4037;2496;931;0;389;85
88;32337;459;43;66.23270342027175;4567;16503;8323;4053;2503;955;0;394;81
89;32060;467;44;66.6010180355684;4561;16339;8195;4061;2504;961;0;342;140
90;31779;407;73;67.07951234958834;4554;16217;8058;4064;2479;961;0;323;171
91;31378;468;91;67.65307495195387;4546;16027;7897;4042;2469;943;0;436;83
92;30972;484;40;68.34724833084852;4535;15822;7750;4027;2447;926;0;414;101
93;30655;419;50;69.07730387175032;4526;15651;7664;4016;2423;901;0;373;154
94;30418;432;71;69.82113955956487;4516;15561;7559;4006;2401;891;0;336;184
95;30256;409;81;70.2142141138733;4507;15503;7540;3971;2371;871;0;419;83
96;30246;438;36;70.48112954133369;4564;15499;7591;3939;2362;855;0;382;118
97;30444;430;57;70.38096038173326;4580;15656;7688;3917;2336;847;0;344;137
98;30838;414;73;69.8541242447508;4580;15869;7861;3919;2329;860;0;326;166
99;31206;466;85;68.9335358404596;4580;16118;7963;3919;2345;861;0;420;82
100;31482;498;37;68.00625998500212;4582;16203;8078;3973;2356;872;0;381;109
101;31766;465;56;67.16947127030781;4583;16391;8150;3972;2356;897;0;363;140
102;31967;465;68;66.4962059360292;4577;16494;8178;3994;2375;926;0;341;173
103;32001;516;91;65.9048150510204;4568;16546;8152;4000;2361;942;0;440;79
104;32028;457;37;65.58936109435999;4561;16558;8119;4025;2365;961;0;417;120
105;31961;431;61;65.51087645865043;4554;16523;8045;4054;2359;980;0;424;150
106;31700;487;72;65.61964206101523;4548;16366;7929;4061;2365;979;0;401;170
107;31336;485;84;66.10336963155697;4543;16126;7786;4074;2368;982;0;474;107
108;31021;429;60;66.75689694297662;4528;15930;7692;4039;2373;987;0;405;152
109;30684;456;72;67.47335454038632;4524;15718;7676;3996;2335;959;0;414;146
110;30370;467;66;68.10735962322974;4514;15528;7607;3964;2317;954;0;422;174
111;30141;415;101;68.64969518322503;4505;15396;7224;4275;2290;956;0;512;93
112;30111;418;48;69.07939342881212;4491;15392;7288;4200;2291;940;0;460;157
113;30227;404;75;68.99824514038878;4482;15479;7345;4222;2263;918;0;450;182
114;30408;417;85;68.64561816652649;4482;15597;7431;4228;2241;911;0;486;183
115;30651;433;91;68.18270646499799;4495;15738;7554;4233;2224;902;0;582;113
116;30968;454;58;67.57194996516142;4499;15899;7728;4253;2205;883;0;541;175
117;31264;465;79;66.80768472258742;4522;16037;7900;4284;2182;861;0;508;216
118;31456;475;107;66.11677856723811;4547;16124;8019;4293;2171;849;0;557;199
119;31557;489;89;65.55648034199106;4543;16156;8098;4306;2160;837;0;616;153
120;31536;462;75;65.26247582205029;4558;16159;8069;4291;2170;847;0;605;180
121;31302;492;86;65.2753084824601;4538;15997;8017;4271;2167;850;0;544;238
122;31002;474;121;65.60693001595727;4525;15856;7879;4252;2152;863;0;654;199
123;30613;475;108;66.02860054571156;4509;15657;7745;4203;2140;868;0;668;180
124;30166;492;82;66.61053963181197;4498;15418;7597;4131;2161;859;0;677;191
125;29719;443;96;67.31086508927667;4485;15179;7471;4039;2165;865;0;588;297
126;29223;434;141;68.08770244304145;4466;14921;7308;3976;2158;860;0;679;198
127;28854;402;91;68.90309780717021;4452;14751;7189;3910;2147;857;0;638;203
128;28519;424;112;69.68631259269722;4439;14599;7087;3861;2130;842;0;595;209
129;28349;398;98;70.2076508582236;4430;14544;7039;3835;2102;829;0;534;268
130;28259;364;122;70.39425043965115;4497;14468;7072;3822;2084;813;0;605;169
131;28440;372;85;70.47442630026617;4515;14600;7084;3885;2071;800;0;578;175
132;28746;368;85;69.83760317290171;4537;14803;7184;3947;2022;790;0;529;206
133;29033;399;110;69.02776498919857;4543;14984;7238;4025;1992;794;0;473;234
134;29309;398;127;68.18854356671811;4545;15119;7334;4081;1987;788;0;557;152
135;29597;422;75;67.3491947799528;4544;15279;7402;4143;1983;790;0;549;155
136;29873;417;83;66.5876207169124;4546;15393;7512;4191;1982;795;0;502;177
137;30010;474;85;65.78754178890632;4532;15484;7527;4201;1998;800;0;406;242
138;29934;423;123;65.1851411892479;4521;15462;7490;4147;2027;808;0;525;142
139;29795;473;63;65.241274916661;4511;15378;7442;4105;2047;823;0;549;121
140;29509;490;50;65.46942403008033;4501;15199;7362;4058;2054;836;0;505;148
141;29170;457;78;65.93563194588252;4485;14996;7289;3987;2061;837;0;425;252
142;28730;456;113;66.50760462920877;4468;14740;7194;3914;2062;820;0;568;144
143;28379;405;73;67.24504459861248;4458;14527;7152;3835;2051;814;0;600;118
144;28046;408;50;67.98742881701945;4448;14346;7081;3783;2038;798;0;567;176
145;27754;354;81;68.58998225344972;4435;14207;7021;3732;2013;781;0;476;273
146;27387;431;127;69.29224886012649;4427;13999;6940;3695;1990;763;0;632;157
147;27221;424;83;69.91536458333333;4417;13939;6876;3695;1969;742;0;639;152
148;27225;365;77;70.1021322678218;4497;13946;6884;3712;1945;738;0;624;183
149;27402;340;87;69.96193745801925;4528;14005;7000;3731;1937;729;0;529;302
150;27554;383;144;69.32967441860465;4524;14096;7009;3807;1923;719;0;660;168
151;27720;467;91;68.69036153504223;4511;14097;7122;3866;1911;724;0;604;178
152;28139;415;91;67.89575218637466;4507;14419;7140;3910;1940;730;0;582;206
153;28299;460;105;66.59857111771959;4501;14531;7186;3913;1930;739;0;511;278
154;28350;469;139;65.90462605178578;4500;14605;7139;3911;1942;753;0;628;129
155;28404;445;72;65.4500413178601;4490;14623;7168;3895;1963;755;0;534;196
156;28321;428;94;65.0270784018363;4473;14597;7129;3866;1977;752;0;542;188
157;28034;495;104;65.062874251497;4455;14410;7064;3831;1978;751;0;512;247
158;27659;452;130;65.37283258050415;4432;14188;6974;3772;1963;762;0;643;119
159;27397;387;66;65.89072263471293;4418;14050;6904;3713;1964;766;0;563;187
160;27075;384;90;66.47086134531813;4412;13872;6818;3677;1942;766;0;553;217
161;26707;420;111;67.17943791440626;4395;13665;6740;3646;1912;744;0;547;234
162;26401;370;120;67.78029522828699;4379;13511;6656;3603;1889;742;0;711;125
163;26197;434;63;68.42699969116738;4372;13400;6601;3414;2049;733;0;609;210
164;26080;384;97;68.74373930626847;4359;13338;6578;3438;1992;734;0;595;224
165;26101;377;110;68.92349470558356;4349;13342;6590;3429;2014;726;0;510;266
166;26188;404;129;68.63391739674593;4341;13402;6632;3429;2010;715;0;652;137
167;26447;372;67;68.11666472484369;4355;13568;6658;3491;2027;703;0;570;191
168;26694;382;93;67.38595410442015;4382;13692;6727;3559;2023;693;0;543;196
169;26937;391;92;66.62965930334592;4428;13841;6776;3611;2030;679;0;431;260
170;27031;382;138;65.84703032138395;4459;13874;6795;3663;2035;664;0;597;118
171;27085;431;54;65.48282227077526;4467;13850;6825;3703;2046;661;0;530;182
172;27021;400;90;65.2012784357962;4475;13826;6808;3692;2027;668;0;581;160
173;26795;457;88;65.22174799818704;4462;13707;6744;3685;1996;663;0;460;263
174;26441;414;118;65.34322050032365;4438;13499;6696;3620;1975;651;0;606;131
175;26117;438;77;65.97234436473039;4425;13313;6650;3569;1944;641;0;538;206
176;25746;352;98;66.46900689601433;4408;13117;6562;3496;1915;656;0;620;142
177;25365;401;73;67.27805476416587;4393;12914;6460;3463;1879;649;0;483;259
178;24932;374;124;68.12964973659871;4372;12664;6360;3407;1843;658;0;570;151
179;24562;377;78;69.0798300445316;4365;12434;6296;3361;1813;658;0;488;220
180;24281;323;109;69.86307501036055;4354;12285;6227;3331;1789;649;0;572;134
181;24158;308;68;70.47981593808827;4338;12225;6201;3310;1778;644;0;481;224
182;24037;332;107;70.7765504447911;4423;12170;6138;3322;1773;634;0;544;150
183;24130;302;83;70.85320480297649;4472;12224;6147;3334;1808;617;0;465;210
184;24293;340;108;70.48551642597754;4490;12267;6246;3359;1823;598;0;539;141
185;24506;383;65;69.78582512057035;4504;12387;6294;3377;1864;584;0;449;211
186;24717;378;100;68.96766272681872;4514;12502;6327;3424;1882;582;0;514;130
187;25034;351;65;68.14822435290729;4518;12704;6381;3439;1925;585;0;429;205
188;25186;379;108;67.15460137695034;4522;12756;6453;3450;1945;582;0;459;141
189;25299;386;69;66.53475395252921;4508;12801;6484;3457;1966;591;0;404;179
190;25247;379;88;65.94825225515464;4492;12800;6451;3451;1939;606;0;450;118
191;25146;392;64;65.91831713121698;4484;12737;6436;3430;1911;632;0;379;163
192;24957;378;79;66.01393333063308;4471;12664;6370;3389;1900;634;0;419;137
193;24624;406;78;66.33077268826871;4456;12502;6250;3370;1868;634;0;430;164
194;24326;341;79;66.93125103288713;4444;12336;6185;3335;1837;633;0;517;99
195;24034;360;48;67.62279454803914;4432;12201;6096;3320;1789;628;0;459;172
196;23667;334;98;68.34336073214135;4416;11971;6048;3275;1752;621;0;448;172
197;23435;273;84;69.3119691119691;4408;11837;5978;3263;1736;621;0;460;185
198;23216;298;81;69.90314885496183;4395;11733;5905;3251;1724;603;0;491;119
199;23063;340;66;70.44467338886453;4376;11615;5927;3221;1717;583;0;428;157
200;23064;334;65;70.69043416872573;4466;11626;5927;3208;1737;566;0;386;192
201;23153;337;92;70.59165009940358;4482;11700;5908;3219;1764;562;0;408;148
202;23284;325;75;70.01916230826704;4473;11763;5917;3234;1811;559;0;426;109
203;23604;315;54;69.49797076150993;4465;11976;5929;3287;1837;575;0;377;143
204;23935;308;70;68.40334108326876;4463;12184;6018;3283;1848;602;0;370;157
205;24144;384;68;67.50142656389728;4451;12329;6040;3321;1842;612;0;396;127
206;24256;391;55;66.71795088193096;4457;12347;6126;3308;1854;621;0;406;99
207;24198;371;50;66.23180197189008;4448;12254;6145;3323;1845;631;0;342;143
208;24156;358;70;66.25565839293226;4439;12239;6127;3312;1830;648;0;328;163
209;24046;334;78;66.36371293800539;4441;12178;6093;3291;1829;655;0;401;105
210;23862;328;53;66.52250158461864;4430;12077;6038;3289;1803;655;0;397;95
211;23668;314;53;66.95969355181954;4409;11971;5987;3286;1772;652;0;350;141
212;23441;323;72;67.50882997464873;4411;11863;5916;3263;1761;638;0;319;171
213;23162;328;92;68.07236870683289;4394;11710;5849;3230;1759;614;0;431;92
214;22958;323;44;68.68405352050888;4371;11599;5812;3196;1752;599;0;438;100
215;22836;302;51;69.21703163017031;4355;11531;5786;3181;1689;649;0;419;132
216;22796;279;48;69.49322493224932;4335;11512;5772;3180;1701;631;0;384;200
